STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
71262599999,2014-01-23,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",9.0,15,2.7,15,1022.4,15,999.9,0,6.7,15,7.6,15,12.0,19.0,12.2,*,1.4,*,99.99, ,999.9,1000
71262599999,2014-01-24,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",9.7,15,1.3,15,1022.2,15,999.9,0,12.8,15,18.9,15,28.0,36.9,15.8,*,3.2,*,99.99, ,999.9,1000
71262599999,2014-01-25,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",21.2,16,13.9,16,995.8,16,999.9,0,6.5,16,21.2,16,25.1,39.0,26.6,*,15.8,*,99.99, ,999.9,1000
71262599999,2014-01-26,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",11.8,15,2.7,15,1003.8,15,999.9,0,11.2,15,12.7,15,18.1,27.0,15.8,*,3.2,*,99.99, ,999.9,1000
71262599999,2014-01-27,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",14.6,15,4.4,15,1009.5,15,999.9,0,12.6,15,17.1,15,22.0,32.1,23.0,*,8.6,*,99.99, ,999.9,1000
71262599999,2014-01-28,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",5.1,15,-4.6,15,1025.0,15,999.9,0,12.6,15,15.4,15,21.0,28.0,8.6,*,-2.2,*,99.99, ,999.9,1000
71262599999,2014-01-29,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",9.2,15,1.3,15,1020.1,15,999.9,0,9.9,15,17.2,15,22.0,34.0,14.0,*,3.2,*,99.99, ,999.9,1000
71262599999,2014-01-30,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",19.6,15,6.2,15,1021.0,15,999.9,0,14.8,15,14.3,15,21.0,28.9,24.8,*,10.4,*,0.0,I,999.9,0
71262599999,2014-01-31,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",33.1,15,21.2,15,1016.3,15,999.9,0,13.5,15,10.6,15,19.0,21.0,35.6,*,28.4,*,0.0,I,999.9,0
71262599999,2014-02-01,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",31.8,15,29.4,15,1017.5,15,999.9,0,4.7,15,5.4,15,9.9,999.9,35.6,*,28.4,*,99.99, ,999.9,11000
71262599999,2014-02-02,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",31.5,15,27.0,15,1016.9,15,999.9,0,12.3,15,8.8,15,14.0,19.0,39.2,*,28.4,*,99.99, ,999.9,10000
71262599999,2014-02-03,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",24.1,15,14.8,15,1025.7,15,999.9,0,14.1,15,6.3,15,9.9,15.0,26.6,*,21.2,*,99.99, ,999.9,1000
71262599999,2014-02-04,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",21.0,15,13.3,15,1030.5,15,999.9,0,12.4,15,4.4,15,6.0,999.9,24.8,*,14.0,*,0.0,I,999.9,0
71262599999,2014-02-05,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",23.2,16,19.7,16,1016.2,16,999.9,0,3.5,16,14.6,16,22.0,29.9,24.8,*,21.2,*,99.99, ,999.9,1000
71262599999,2014-02-06,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",16.6,15,9.9,15,1025.5,15,999.9,0,11.3,15,11.3,15,17.1,24.1,21.2,*,6.8,*,99.99, ,999.9,1000
71262599999,2014-02-07,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",11.6,16,5.0,16,1025.5,16,999.9,0,7.9,16,17.6,16,25.1,31.1,19.4,*,8.6,*,99.99, ,999.9,1000
71262599999,2014-02-08,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",11.8,15,5.4,15,1026.1,15,999.9,0,13.3,15,10.5,15,19.0,28.9,17.6,*,1.4,*,99.99, ,999.9,1000
71262599999,2014-02-09,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",16.0,15,12.3,15,1019.1,15,999.9,0,5.8,15,4.5,15,8.0,999.9,17.6,*,12.2,*,99.99, ,999.9,1000
71262599999,2014-02-10,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",16.8,15,7.9,15,1022.7,15,999.9,0,10.0,15,9.8,15,13.0,18.1,19.4,*,10.4,*,99.99, ,999.9,1000
71262599999,2014-02-11,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",14.1,15,4.0,15,1030.8,15,999.9,0,12.5,15,8.9,15,15.0,21.0,15.8,*,12.2,*,99.99, ,999.9,1000
71262599999,2014-02-12,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",12.3,15,0.9,15,1029.5,15,999.9,0,15.0,15,4.5,15,8.0,999.9,21.2,*,-2.2,*,0.0,I,999.9,0
71262599999,2014-02-13,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",17.1,15,8.8,15,1014.8,15,999.9,0,14.6,15,6.0,15,12.0,999.9,26.6,*,5.0,*,0.0,I,999.9,0
71262599999,2014-02-14,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",26.2,15,20.6,15,1001.7,15,999.9,0,8.9,15,9.0,15,17.1,22.9,30.2,*,23.0,*,99.99, ,999.9,1000
71262599999,2014-02-15,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",24.7,14,16.8,14,1011.1,14,999.9,0,12.1,14,9.6,14,14.0,17.1,26.6,*,23.0,*,99.99, ,999.9,1000
71262599999,2014-02-16,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",15.8,15,10.2,15,1018.2,15,999.9,0,7.1,15,8.6,15,14.0,15.0,19.4,*,8.6,*,99.99, ,999.9,1000
71262599999,2014-02-17,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",13.4,15,2.4,15,1027.7,15,999.9,0,14.4,15,8.1,15,14.0,15.9,21.2,*,-4.0,*,0.0,I,999.9,0
71262599999,2014-02-18,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",25.4,14,17.6,14,1014.1,14,999.9,0,9.9,14,14.7,14,20.0,27.0,28.4,*,19.4,*,99.99, ,999.9,1000
71262599999,2014-02-19,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",37.0,15,27.6,15,1007.0,15,999.9,0,12.7,15,9.0,15,17.1,22.9,44.6,*,21.2,*,99.99, ,999.9,10000
71262599999,2014-02-20,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",34.0,15,29.6,15,1016.7,15,999.9,0,9.5,15,7.5,15,14.0,999.9,37.4,*,30.2,*,99.99, ,999.9,11000
71262599999,2014-02-21,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",38.1,15,32.1,15,1003.8,15,999.9,0,9.9,15,18.8,15,31.1,47.0,44.6,*,33.8,*,99.99, ,999.9,10000
71262599999,2014-02-22,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",37.5,15,24.2,15,1009.0,15,999.9,0,15.0,15,22.4,15,28.0,42.0,39.2,*,33.8,*,0.0,I,999.9,0
71262599999,2014-02-23,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",32.8,15,17.1,15,1014.3,15,999.9,0,15.0,15,14.6,15,21.0,28.9,35.6,*,26.6,*,0.0,I,999.9,0
71262599999,2014-02-24,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",22.3,15,12.2,15,1016.6,15,999.9,0,12.2,15,13.7,15,21.0,27.0,28.4,*,19.4,*,99.99, ,999.9,1000
71262599999,2014-02-25,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",19.0,15,7.8,15,1018.6,15,999.9,0,13.6,15,12.7,15,15.0,22.9,21.2,*,14.0,*,99.99, ,999.9,1000
71262599999,2014-02-26,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",12.3,15,-0.6,15,1015.4,15,999.9,0,14.1,15,15.4,15,22.0,25.1,19.4,*,6.8,*,99.99, ,999.9,1000
71262599999,2014-02-27,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",12.6,15,0.7,15,1007.0,15,999.9,0,13.8,15,17.0,15,26.0,36.9,17.6,*,8.6,*,99.99, ,999.9,1000
71262599999,2014-02-28,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",9.9,15,-7.8,15,1026.9,15,999.9,0,15.0,15,9.3,14,21.0,36.9,14.0,*,1.4,*,0.0,I,999.9,0
71262599999,2014-03-01,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",25.3,15,9.4,15,1020.8,15,999.9,0,14.5,15,7.7,15,15.0,19.0,33.8,*,10.4,*,0.0,I,999.9,0
71262599999,2014-03-02,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",15.7,15,6.6,15,1024.1,15,999.9,0,12.0,15,9.0,15,14.0,19.0,26.6,*,12.2,*,99.99, ,999.9,1000
71262599999,2014-03-03,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",7.8,15,-3.2,15,1029.1,15,999.9,0,9.2,15,8.2,15,11.1,999.9,10.4,*,3.2,*,99.99, ,999.9,1000
71262599999,2014-03-04,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",9.7,15,1.3,15,1028.4,15,999.9,0,10.0,15,7.0,15,9.9,999.9,14.0,*,3.2,*,99.99, ,999.9,1000
71262599999,2014-03-05,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",18.0,15,11.1,15,1029.7,15,999.9,0,8.2,15,6.8,15,12.0,15.0,21.2,*,14.0,*,99.99, ,999.9,1000
71262599999,2014-03-06,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",17.5,15,4.0,15,1033.8,15,999.9,0,14.8,15,8.3,15,13.0,17.1,24.8,*,8.6,*,0.0,I,999.9,0
71262599999,2014-03-07,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",28.4,15,16.0,15,1020.4,15,999.9,0,15.0,15,5.8,15,12.0,999.9,41.0,*,8.6,*,0.0,I,999.9,0
71262599999,2014-03-08,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",32.0,15,25.9,15,1015.2,15,999.9,0,8.7,15,6.7,15,11.1,999.9,33.8,*,28.4,*,0.0,I,999.9,0
71262599999,2014-03-09,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",25.4,16,16.8,16,1019.4,16,999.9,0,13.4,16,11.3,16,15.9,22.9,30.2,*,14.0,*,0.0,I,999.9,0
71262599999,2014-03-10,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",39.2,15,30.1,15,1004.9,15,999.9,0,9.9,15,13.0,15,22.9,29.9,44.6,*,28.4,*,99.99, ,999.9,1000
71262599999,2014-03-11,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",45.1,15,34.8,15,1003.7,15,999.9,0,10.5,15,6.7,15,19.0,25.1,53.6,*,35.6,*,0.0,I,999.9,0
71262599999,2014-03-12,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",27.2,15,24.7,15,1001.9,15,999.9,0,1.9,15,18.1,15,28.0,35.9,41.0,*,17.6,*,99.99, ,999.9,11000
71262599999,2014-03-13,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",12.6,15,1.8,15,1016.1,15,999.9,0,13.2,15,13.5,15,19.0,29.9,15.8,*,6.8,*,99.99, ,999.9,1000
71262599999,2014-03-14,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",39.6,15,24.1,15,1007.6,15,999.9,0,15.0,15,18.8,15,28.0,35.9,51.8,*,17.6,*,0.0,I,999.9,0
71262599999,2014-03-15,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",36.6,15,27.1,15,1010.4,15,999.9,0,14.8,15,16.5,15,22.0,31.1,48.2,*,28.4,*,99.99, ,999.9,11000
71262599999,2014-03-16,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",16.9,15,5.0,15,1028.1,15,999.9,0,15.0,15,9.6,15,15.9,22.9,26.6,*,14.0,*,0.0,I,999.9,0
71262599999,2014-03-17,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",20.6,15,9.6,15,1021.0,15,999.9,0,15.0,15,8.3,15,14.0,19.0,26.6,*,12.2,*,0.0,I,999.9,0
71262599999,2014-03-18,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",30.6,15,19.8,15,1020.0,15,999.9,0,15.0,15,6.7,15,12.0,999.9,37.4,*,21.2,*,0.0,I,999.9,0
71262599999,2014-03-19,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",41.5,15,33.2,15,1010.0,15,999.9,0,12.9,15,10.4,15,19.0,26.0,50.0,*,30.2,*,99.99, ,999.9,10000
71262599999,2014-03-20,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",37.0,15,29.6,15,1008.4,15,999.9,0,14.5,15,17.1,15,22.0,31.1,42.8,*,35.6,*,99.99, ,999.9,10000
71262599999,2014-03-21,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",33.6,15,22.6,15,1017.8,15,999.9,0,15.0,15,8.2,15,13.0,19.0,37.4,*,26.6,*,0.0,I,999.9,0
71262599999,2014-03-22,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",35.0,15,27.3,15,1013.0,15,999.9,0,13.7,15,12.2,15,17.1,26.0,37.4,*,32.0,*,0.0,I,999.9,0
71262599999,2014-03-23,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",23.1,15,10.6,15,1024.4,15,999.9,0,15.0,15,10.2,15,13.0,21.0,33.8,*,19.4,*,99.99, ,999.9,1000
71262599999,2014-03-24,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",22.4,15,10.5,15,1024.6,15,999.9,0,13.9,15,10.8,15,14.0,20.0,26.6,*,19.4,*,99.99, ,999.9,1000
71262599999,2014-03-25,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",28.9,14,16.3,14,1014.2,14,999.9,0,14.4,14,13.3,14,21.0,29.9,35.6,*,17.6,*,99.99, ,999.9,1000
71262599999,2014-03-26,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",21.3,15,7.0,15,1023.4,15,999.9,0,15.0,15,12.7,15,15.9,22.9,28.4,*,15.8,*,0.0,I,999.9,0
71262599999,2014-03-27,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",33.4,15,14.5,15,1021.2,15,999.9,0,14.4,15,11.3,15,20.0,24.1,44.6,*,19.4,*,99.99, ,999.9,10000
71262599999,2014-03-28,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",47.5,15,38.4,15,1008.2,15,999.9,0,14.8,15,16.7,15,26.0,38.1,53.6,*,37.4,*,99.99, ,999.9,10000
71262599999,2014-03-29,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",36.3,15,31.4,15,1020.6,15,999.9,0,11.3,15,11.6,15,17.1,28.0,39.2,*,32.0,*,99.99, ,999.9,1000
71262599999,2014-03-30,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",36.6,15,27.4,15,1017.1,15,999.9,0,13.2,15,9.9,15,15.9,21.0,42.8,*,32.0,*,99.99, ,999.9,1000
71262599999,2014-03-31,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",41.4,15,28.4,15,1022.3,15,999.9,0,15.0,15,3.1,15,7.0,999.9,50.0,*,26.6,*,0.0,I,999.9,0
71262599999,2014-04-01,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",49.2,15,32.0,15,1013.8,15,999.9,0,15.0,15,6.9,15,9.9,15.9,64.4,*,39.2,*,0.0,I,999.9,0
71262599999,2014-04-02,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",41.1,15,30.4,15,1019.0,15,999.9,0,15.0,15,10.0,15,14.0,20.0,46.4,*,30.2,*,0.0,I,999.9,0
71262599999,2014-04-03,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",36.1,15,27.0,15,1021.5,15,999.9,0,15.0,15,9.1,15,14.0,999.9,39.2,*,28.4,*,0.0,I,999.9,0
71262599999,2014-04-04,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",43.7,16,40.2,16,1003.6,16,999.9,0,9.9,16,10.3,16,18.1,27.0,51.8,*,35.6,*,99.99, ,999.9,10000
71262599999,2014-04-05,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",37.5,15,27.4,15,1012.9,15,999.9,0,14.7,15,18.9,15,22.9,35.9,50.0,*,32.0,*,0.0,I,999.9,0
71262599999,2014-04-06,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",43.6,15,25.2,15,1021.9,15,999.9,0,15.0,15,6.7,15,13.0,17.1,51.8,*,26.6,*,0.0,I,999.9,0
71262599999,2014-04-07,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",42.9,15,33.2,15,1012.3,15,999.9,0,12.3,15,6.3,15,15.0,19.0,53.6,*,26.6,*,99.99, ,999.9,10000
71262599999,2014-04-08,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",44.2,15,36.8,15,999.5,15,999.9,0,10.9,15,12.9,15,18.1,22.9,53.6,*,35.6,*,99.99, ,999.9,10000
71262599999,2014-04-09,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",43.9,15,29.2,15,1012.3,15,999.9,0,15.0,15,6.9,15,12.0,17.1,50.0,*,33.8,*,0.0,I,999.9,0
71262599999,2014-04-10,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",55.9,15,35.7,15,1009.3,15,999.9,0,15.0,15,20.5,15,28.9,39.0,66.2,*,39.2,*,99.99, ,999.9,10000
71262599999,2014-04-11,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",53.6,15,34.5,15,1015.1,15,999.9,0,15.0,15,6.6,15,22.9,34.0,60.8,*,39.2,*,99.99, ,999.9,10000
71262599999,2014-04-12,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",52.0,15,40.5,15,1019.7,15,999.9,0,14.6,15,7.5,15,13.0,17.1,57.2,*,37.4,*,0.0,I,999.9,0
71262599999,2014-04-13,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",61.3,15,49.2,15,1010.7,15,999.9,0,14.2,15,12.0,15,24.1,32.1,75.2,*,42.8,*,0.0,I,999.9,0
71262599999,2014-04-14,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",64.5,16,54.3,16,1002.4,16,999.9,0,11.8,16,17.7,16,27.0,41.0,73.4,*,51.8,*,99.99, ,999.9,10000
71262599999,2014-04-15,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",33.7,15,28.5,15,1009.2,15,999.9,0,9.7,15,14.4,15,19.0,27.0,50.0,*,28.4,*,99.99, ,999.9,11000
71262599999,2014-04-16,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",32.4,15,17.8,15,1030.8,15,999.9,0,15.0,15,8.7,15,21.0,27.0,37.4,*,24.8,*,0.0,I,999.9,0
71262599999,2014-04-17,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",43.4,15,25.9,15,1032.0,15,999.9,0,15.0,15,8.6,15,13.0,15.9,57.2,*,30.2,*,0.0,I,999.9,0
71262599999,2014-04-18,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",48.8,15,36.1,15,1025.3,15,999.9,0,15.0,15,5.8,15,12.0,999.9,55.4,*,39.2,*,99.99, ,999.9,10000
71262599999,2014-04-19,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",44.4,15,33.2,15,1030.1,15,999.9,0,14.3,15,8.4,15,11.1,999.9,50.0,*,33.8,*,0.0,I,999.9,0
71262599999,2014-04-20,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",49.9,15,33.6,15,1027.0,15,999.9,0,15.0,15,5.7,15,8.0,999.9,57.2,*,35.6,*,0.0,I,999.9,0
71262599999,2014-04-21,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",62.5,15,39.2,15,1014.8,15,999.9,0,15.0,15,8.4,15,13.0,17.1,73.4,*,41.0,*,0.0,I,999.9,0
71262599999,2014-04-22,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",52.4,15,44.6,15,1003.2,15,999.9,0,10.7,15,13.2,15,21.0,26.0,60.8,*,44.6,*,99.99, ,999.9,10000
71262599999,2014-04-23,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",42.1,15,31.8,15,1012.9,15,999.9,0,14.4,15,11.9,15,15.0,21.0,46.4,*,37.4,*,99.99, ,999.9,10000
71262599999,2014-04-24,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",46.8,15,20.5,15,1020.1,15,999.9,0,15.0,15,5.8,15,14.0,21.0,53.6,*,33.8,*,0.0,I,999.9,0
71262599999,2014-04-25,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",48.7,15,31.8,15,1008.1,15,999.9,0,13.5,15,8.5,15,14.0,21.0,57.2,*,42.8,*,99.99, ,999.9,10000
71262599999,2014-04-26,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",44.6,15,40.0,15,1009.2,15,999.9,0,7.3,15,8.4,15,12.0,15.9,48.2,*,39.2,*,99.99, ,999.9,10000
71262599999,2014-04-27,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",46.5,15,33.7,15,1020.8,15,999.9,0,15.0,15,7.0,15,8.9,999.9,53.6,*,39.2,*,0.0,I,999.9,0
71262599999,2014-04-28,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",50.0,15,33.0,15,1019.2,15,999.9,0,15.0,15,11.7,15,19.0,27.0,53.6,*,33.8,*,0.0,I,999.9,0
71262599999,2014-04-29,43.191666,-79.171667,97.84,"NIAGARA DISTRICT, CA",51.9,15,44.6,15,1012.6,15,999.9,0,10.8,15,10.4,15,17.1,21.0,57.2,*,48.2,*,99.99, ,999.9,10000
